character,book,text,House
Ron,half_blood_prince,"Dunno,"" said Ron, ""but if Fred and -=-GeorgeVe left it here, it's probably not ready for the joke shop yet, so be careful""""Your mum said the shop's going well,"" said Harry.",Gryffindor
Harry,half_blood_prince,"Dunno,"" said Ron, ""but if Fred and -=-GeorgeVe left it here, it's probably not ready for the joke shop yet, so be careful""""Your mum said the shop's going well,"" said Harry.",Gryffindor
Fred,half_blood_prince,"""Said Fred and George have got a real flair for business.""",Gryffindor
Ron,half_blood_prince,"""That's an understatement,"" said Ron.",Gryffindor
Ron,half_blood_prince,"""Nope,"" said Ron.""",Gryffindor
Hermione,half_blood_prince,"But he knows your dad was right all along now about Voldemort being back ?quot;""Dumbledore says people find it far easier to forgive others for being wrong than being right,"" said Hermione.",Gryffindor
Ron,half_blood_prince,"""Sounds like the sort of mental thing Dumbledore would say,"" said Ron.""",Gryffindor
Harry,half_blood_prince,"He's going to be giving me private lessons this year,"" said Harry conversationally.",Gryffindor
Ron,half_blood_prince,"said Ron.""",Gryffindor
Harry,half_blood_prince,"I only just remembered,"" said Harry honestly.",Gryffindor
Hermione,half_blood_prince,"""Nobody knows what it said, though,"" said Hermione quickly.",Gryffindor
Harry,half_blood_prince,"""The Prophet's got it right,"" said Harry, looking up at them both with a great effort: Hermione seemed frightened and Ron amazed.",Gryffindor
Harry,half_blood_prince,"From what it said,"" Harry took a deep breath, ""it looks like I'm the one who's got to finish off Voldemort.",Gryffindor
Ron,half_blood_prince,"Don't worry,"" said Ron, who was plainly trying not to laugh, ""Mum'll fix that, she's good at healing minor injuries ?quot;""Oh well, never mind that now!""",Gryffindor
Harry,half_blood_prince,"""Not as much as I was,"" said Harry.",Gryffindor
Ron,half_blood_prince,"""When we heard Dumbledore was collecting you in person, we thought he might be telling you something or showing you something to do with the prophecy,"" said Ron eagerly.",Gryffindor
Hermione,half_blood_prince,"""That's true,"" said Hermione.",Gryffindor
Ron,half_blood_prince,"""Cant be long now, it's been a month,"" said Ron.""",Gryffindor
Harry,half_blood_prince,"Hang on,"" said Harry, as another part of last night's conversation came back to him.",Gryffindor
Ginny,half_blood_prince,"""It'll be Fred and George's idea of a funny joke, making sure it can't come off,"" said Ginny.""",Gryffindor
Hermione,half_blood_prince,"""I know I messed up Ancient Runes,"" muttered Hermione feverishly, ""I definitely made at least one serious mistranslation.",Gryffindor
Ron,half_blood_prince,"They're definitely owls,"" said Ron hoarsely, jumping up to join Hermione at the window.""",Gryffindor
Harry,half_blood_prince,"And there are three of them,"" said Harry, hastening to her other side.""",Gryffindor
Hermione,half_blood_prince,"One for each of us,"" said Hermione in a terrified whisper.",Gryffindor
Ron,half_blood_prince,"Knew you'd be top at Defense Against the Dark Arts,"" said Ron, punching Harry on the shoulder.",Gryffindor
Hermione,half_blood_prince,"""I--not bad,"" said Hermione in a small voice.""",Gryffindor
Ron,half_blood_prince,"Oh, come off it,"" said Ron, striding over to her and whipping her results out of her hand.",Gryffindor
Lupin,half_blood_prince,"   ""They'll make do with other makers,"" said Lupin.",Gryffindor
Ron,half_blood_prince,"   ""Wow, I remember when Charlie wore one of these,"" said Ron, examining the badge with glee.",Gryffindor
Harry,half_blood_prince,"   ""Thanks, Bill,"" said Harry, pocketing his gold.",Gryffindor
Ron,half_blood_prince,"  ""It's good Dad can get us these again,"" said Ron appreciatively, stretching luxuriously as the car moved smoothly away from the Burrow, Bill and Fleur waving from the kitchen window.",Gryffindor
Harry,half_blood_prince,"""Buckbeak — Witherwings, I mean — yeh should see him, Harry, he's so happy ter be back in the open air —""   ""Glad he's pleased,"" said Harry, grinning as he massaged his ribs.",Gryffindor
Harry,half_blood_prince,"  ""Just about,"" said Harry.",Gryffindor
Ron,half_blood_prince,"   ""Whoa,""said Ron, stopping in his tracks.",Gryffindor
Hermione,half_blood_prince,"You know,"" said Hermione, looking up at Harry, ""that really is extraordinary magic!""",Gryffindor
Fred,half_blood_prince,"  ""Oh blimey, I forgot about those,"" said Fred.",Gryffindor
Fred,half_blood_prince,"  ""Just dab it on, that bruise'll be gone within the hour,"" said Fred.",Gryffindor
Fred,half_blood_prince,"  '""Course it is,"" said Fred bracingly.",Gryffindor
Fred,half_blood_prince,"  ""We've just developed this more serious line,"" said Fred.",Gryffindor
George,half_blood_prince,"   ""You wouldn't believe how many people, even people who work at the Ministry, can't do a decent Shield Charm,"" said George.",Gryffindor
Fred,half_blood_prince,"   ""And our Decoy Detonators are just walking off the shelves, look,"" said Fred, pointing at a number of weird-looking black horn-type objects that were indeed attempting to scurry out of sight.",Gryffindor
Harry,half_blood_prince,"  ""Handy,"" said Harry, impressed.",Gryffindor
George,half_blood_prince,"  ""Here,"" said George, catching a couple and throwing them to Harry.",Gryffindor
George,half_blood_prince,"  ""Right you are, Verity, I'm coming,"" said George promptly.",Gryffindor
Fred,half_blood_prince,"  ""You don't pay here,"" said Fred firmly, waving away Harry's gold.",Gryffindor
George,half_blood_prince,"  ""But—""   ""You gave us our start-up loan, we haven't forgotten,"" said George sternly ""Take whatever you like, and just remember to tell people where you got it, if they ask.""",Gryffindor
Fred,half_blood_prince,"  ""There you go,"" said Fred proudly.",Gryffindor
George,half_blood_prince,"  ""Certainly they work, for up to twenty-four hours at a time depending on the weight of the boy in question —""   ""— and the attractiveness of the girl,"" said George, reappearing suddenly at their side.",Gryffindor
Ginny,half_blood_prince,"""But we're not selling them to our sister,"" he added, becoming suddenly stern, ""not when she's already got about five boys on the go from what we've —""   ""Whatever you've heard from Ron is a big fat lie,"" said Ginny calmly, leaning forward to take a small pink pot off the shelf.",Gryffindor
Fred,half_blood_prince,"   ""Guaranteed ten-second pimple vanisher,"" said Fred.",Gryffindor
Dean,half_blood_prince,"Are you or are you not currently going out with a boy called Dean Thomas?""",Gryffindor
Ginny,half_blood_prince,"   ""Yes, I am,"" said Ginny.",Gryffindor
George,half_blood_prince,"  ""Pygmy Puffs,"" said George.",Gryffindor
Ginny,half_blood_prince,"   ""I dumped him, he was a bad loser,"" said Ginny, putting a finger through the bars of the cage and watching the Pygmy Puffs crowd around it.",Gryffindor
Fred,half_blood_prince,"   ""That's three Galleons, nine Sickles, and a Knut,"" said Fred, examining the many boxes in Ron's arms.",Gryffindor
Ron,half_blood_prince,"  ""Given her the slip by the looks of it,"" said Ron.",Gryffindor
Harry,half_blood_prince,"  ""Get under here, quick,"" said Harry, pulling his Invisibility Cloak out of his bag.",Gryffindor
Hermione,half_blood_prince,"  ""Oh — I don't know, Harry,"" said Hermione, looking uncertainly toward Mrs. Weasley.",Gryffindor
Ron,half_blood_prince,"  ""Come on\"" said Ron.",Gryffindor
Harry,half_blood_prince,"  ""He was going in that direction,"" murmured Harry as quietly as possible, so that the humming Hagrid would not hear them.",Gryffindor
Ron,half_blood_prince,"   ""Big surprise,"" whispered Ron.",Gryffindor
Harry,half_blood_prince,"  ""Quick, or we'll lose him,"" said Harry, speeding up.",Gryffindor
Harry,half_blood_prince,"  ""It doesn't matter,"" said Harry impatiently.",Gryffindor
Harry,half_blood_prince,"  ""Dunno,"" said Harry, thinking hard.",Gryffindor
Hermione,half_blood_prince,"   ""No, he was behind that cabinet —""   ""You two stay here,"" whispered Hermione.",Gryffindor
Hermione,half_blood_prince,"  ""Oh — er — no, I haven't got quite that much,"" said Hermione, walking on.",Gryffindor
Ron,half_blood_prince,"  ""Ah well,"" said Ron, throwing the cloak back over Hermione.",Gryffindor
Hermione,half_blood_prince,"Yes, I've already agreed it was fishy, Harry,"" said Hermione a little impatiently.",Gryffindor
Ron,half_blood_prince,"""Maybe he's broken his Hand of Glory"" said Ron vaguely, as he attempted to straighten his broomstick's bent tail twigs.",Gryffindor
Ron,half_blood_prince,"said Ron, now trying to scrape some dirt off his broom handle.""",Gryffindor
Harry,half_blood_prince,"Yeah, I do,"" said Harry.",Gryffindor
Harry,half_blood_prince,"He's a Death Eater,"" said Harry slowly.",Gryffindor
Hermione,half_blood_prince,"""It seems very unlikely, Harry,"" said Hermione in a repressive sort of voice.",Gryffindor
Ron,half_blood_prince,"said Ron, sounding thoroughly unconvinced.""",Gryffindor
Hermione,half_blood_prince,"I think he just wanted to get out of there, Harry,"" said Hermione.""",Gryffindor
Harry,half_blood_prince,"I can walk, thanks,"" said Harry irritably, jerking his arm out of the Auror's grip.",Gryffindor
Hermione,half_blood_prince,"We can't, Harry,"" said Hermione, looking apologetic.",Gryffindor
Harry,half_blood_prince,"""Oh yeah, I forgot,"" said Harry.""",Gryffindor
Harry,half_blood_prince,"said Harry, making up his mind on the spur of the moment.""",Gryffindor
Harry,half_blood_prince,"""Because I thought Malfoy was up to something,"" said Harry, disregarding Mr. Weasley's look of mingled exasperation and amusement.",Gryffindor
Harry,half_blood_prince,"""He went into Borgin and Burkes,"" said Harry, ""and started bullying the bloke in there, Borgin, to help him fix something.",Gryffindor
Harry,half_blood_prince,"After a moment he said, ""Harry, I doubt whether You-Know-Who would allow a sixteen-year-old ?quot;""Does anyone really know what You-Know-Who would or wouldn't do?""",Gryffindor
Harry,half_blood_prince,"""I think you missed something,"" said Harry stubbornly.",Gryffindor
Harry,half_blood_prince,"said Mr. Weasley, as Mrs. Weasley cried, ""Harry, quickly!""",Gryffindor
Ginny,half_blood_prince,"""I can't, Harry, I said I'd meet Dean,"" said Ginny brightly.",Gryffindor
Harry,half_blood_prince,"""Right,"" said Harry.",Gryffindor
Harry,half_blood_prince,"said Harry in relief, turning to see a round-faced boy struggling toward him.""",Gryffindor
Harry,half_blood_prince,"Let's find seats,"" said Harry, and the three of them set off along the train through hordes of silently staring students.",Gryffindor
Harry,half_blood_prince,"""They're staring at you because you were at the Ministry too,"" said Harry, as he hoisted his trunk into the luggage rack.",Gryffindor
Neville,half_blood_prince,"""Yes, I thought Gran would be angry about all the publicity,"" said Neville, ""but she was really pleased.",Gryffindor
Harry,half_blood_prince,"They're friends of mine,"" said Harry coldly.""",Gryffindor
Harry,half_blood_prince,"You are cool,"" said Harry shortly.",Gryffindor
Neville,half_blood_prince,"We didn't face him, though,"" said Neville, emerging from under the seat with fluff and dust in his hair and a resigned-looking Trevor in his hand.",Gryffindor
Neville,half_blood_prince,"You look funny,"" said Neville.",Gryffindor
Ron,half_blood_prince,"Wish the lunch trolley would hurry up, I'm starving,"" said Ron longingly, slumping into the seat beside Harry and rubbing his stomach.",Gryffindor
Ron,half_blood_prince,"""The usual,"" said Ron indifferently, demonstrating a rude handgesture.",Gryffindor
Harry,half_blood_prince,"Dunno,"" said Harry, but his mind was racing.",Gryffindor
Hermione,half_blood_prince,"Maybe he preferred the Inquisitorial Squad,"" said Hermione.",Gryffindor
Harry,half_blood_prince,"""I don't think so,"" said Harry.",Gryffindor
Harry,half_blood_prince,"An invitation,"" said Harry.?/p> Harry,I would be delighted if you would join me for a bite of lunch in compartment C.Sincerely, .",Gryffindor
Harry,half_blood_prince,"No idea,"" said Harry, which was not entirely true, though he had no proof yet that his hunch was correct.",Gryffindor
Harry,half_blood_prince,"I was just telling young Marcus here that I had the pleasure of teaching his Uncle Damocles,"" Slughorn told Harry and Neville, now passing around a basket of rolls.",Gryffindor
Mclaggen,half_blood_prince,"""Oh, yeah, that was fun, that was,"" said McLaggen.",Gryffindor
Neville,half_blood_prince,"this fabled prophecy, for instance ?quot;""We never heard a prophecy,"" said Neville, turning geranium pink as he said it.""",Gryffindor
Ginny,half_blood_prince,"That's right,"" said Ginny staunchly.",Gryffindor
Neville,half_blood_prince,"I'm glad that's over,"" muttered Neville.",Gryffindor
Harry,half_blood_prince,"""Yeah, he is a bit,"" said Harry, his eyes on Zabini.",Gryffindor
Ginny,half_blood_prince,"""He saw me hex Zacharias Smith,"" said Ginny.",Gryffindor
Harry,half_blood_prince,"""Better reason for inviting someone than because their mother's famous,"" said Harry, scowling at the back of Zabini's head, ""or because their uncle ?quot;But he broke off.",Gryffindor
Harry,half_blood_prince,"I'll see you two later,"" said Harry under his breath, pulling out his Invisibility Cloak and flinging it over himself.""",Gryffindor
Harry,half_blood_prince," “Well then,” said Harry, starting to feel annoyed at her lack of helpfulness, “I suppose I'll just have to sleep out here and wait for morning.”“Someone's coming down for you,"" said Tonks, ""Look.""",Gryffindor
Harry,half_blood_prince,"said Harry, grabbing a spoon and squinting at his distorted reflection.""",Gryffindor
Harry,half_blood_prince,"Thanks,"" said Harry, feeling his now clean face.",Gryffindor
Harry,half_blood_prince,"“I'll tell you later,"" said Harry curtly.",Gryffindor
Hermione,half_blood_prince,"He was very conscious that Ginny, Neville, Dean, and Seamus were listening in; even Nearly Headless Nick, the Gryffindor ghost, had come floating along the bench to eavesdrop.“But —"" said Hermione.“Not now, Hermione,"" said Harry, in a darkly significant voice.",Gryffindor
Harry,half_blood_prince,"He was very conscious that Ginny, Neville, Dean, and Seamus were listening in; even Nearly Headless Nick, the Gryffindor ghost, had come floating along the bench to eavesdrop.“But —"" said Hermione.“Not now, Hermione,"" said Harry, in a darkly significant voice.",Gryffindor
Hermione,half_blood_prince,"He reached across Ron for a couple of chicken legs and a handful chips, but before he could take them they vanished, to be replaced with puddings.“You missed the Sorting, anyway,"" said Hermione, as Ron dived a largt: chocolate gateau.",Gryffindor
