Obs,House,Character,Dialogue
5841,Slytherin,Lucius Malfoy," Busy time at the Ministry, Arthur, all those extra raids? I do hope they’re paying you overtime, but judging by the state of this, I’d say not. What’s the use in being a disgrace to the name of wizard if they don’t even pay you well for it."
5842,Slytherin,Lucius Malfoy, Clearly. Associating with Muggles… and I thought your family could sink no lower. I’ll see you at work. DRACO See you at school.
5843,Slytherin,Lucius Malfoy," Already here, Fudge? Good…"
5844,Slytherin,Lucius Malfoy," Believe me, I take absolutely no pleasure being inside your-- you call this a house? Huh! No. I simply called at the school, and was told the headmaster was here."
5845,Slytherin,Lucius Malfoy," The other governors and I have decided it’s time for you to step aside. This is an order of suspension. You’ll find all twelve signatures on it. I’m afraid we feel you’ve rather lost your touch. Well, what, with all these attacks, there’ll be no Muggle-borns left at Hogwarts. I can only imagine what an awful loss that would be to the school."
5846,Slytherin,Lucius Malfoy, You think so?
5847,Slytherin,Lucius Malfoy, Admirable sentiments. Shall we? Fudge!
5848,Slytherin,Lucius Malfoy," I’ll deal with you later. Out of my way, Potter! So, it’s true-- you have returned!"
5849,Slytherin,Lucius Malfoy, Ridiculous!
5850,Slytherin,Lucius Malfoy, How dare you?!
5851,Slytherin,Lucius Malfoy," My sole concern has always been, and will always be, the welfare of this school and, of course, its students. The culprit has been identified, I presume?"
5852,Slytherin,Lucius Malfoy, And? Who was it?
5853,Slytherin,Lucius Malfoy, Ah!
5854,Slytherin,Lucius Malfoy, I see.
5855,Slytherin,Lucius Malfoy," Well, let us hope that Mr. Potter will always be around to save the day."
5856,Slytherin,Lucius Malfoy," Dumbledore. Come, Dobby. We’re leaving."
5857,Slytherin,Lucius Malfoy, Mine? I don’t know what you’re talking about.
5858,Slytherin,Lucius Malfoy," You do, do you? Why don’t you prove it? Come, Dobby. Dobby!"
5859,Slytherin,Lucius Malfoy, Dobby?
5860,Slytherin,Lucius Malfoy, What? I didn’t give. DOBBY Master has presented Dobby with clothes! Dobby is free!
5861,Slytherin,Lucius Malfoy, You’ve lost me my servant!
5862,Slytherin,Lucius Malfoy, Advada.
5863,Slytherin,Lucius Malfoy," Your parents were meddlesome fools, too. You mark my words, Potter, one day soon you are going to meet the same sticky end!"
5864,Slytherin,Lucius Malfoy," [Places the silver snake of his walking stick on Draco's shoulder] Now, now, Draco. Play nicely. [To Harry] Mr. Potter. Lucius Malfoy. We meet at last. Forgive me. [uses the silver snake to pull back Harry's bangs; sees his scar] Your scar is legend. As, of course, is the wizard who gave it to you."
5865,Slytherin,Lucius Malfoy," Hmm, you must be very brave to mention his name. Or very foolish."
5866,Slytherin,Lucius Malfoy," And you must be... Miss Granger. Yes, Draco's told me all about you... and your parents. [glances at the Grangers, who are speaking with Mr. Weasley] Muggles, aren't they? [Looks at Ron] Let me see. Red hair, vacant expressions... [Takes a book out of Ginny's cauldron] Tatty, secondhand book. [Smiles coldly] You must be the Weasleys."
5867,Slytherin,Lucius Malfoy," Well, well, well. Weasley Senior."
5868,Slytherin,Lucius Malfoy," Busy time at the Ministry, Arthur. All those extra raids; I do hope they're paying you overtime. [Picks up one of Ginny's books] Though judging by the state of this, I'd say not. [Places the book back in Ginny's cauldron; another book has been slipped in with it, though only Harry notices] What's the use of being a disgrace to the name of wizard... if they don't even pay you well for it?"
5869,Slytherin,Lucius Malfoy, Clearly. Associating with Muggles... And I thought your family could sink no lower. [Mr. Weasley glares at Mr Malfoy.] I'll see you at work.
5870,Slytherin,Lucius Malfoy," The culprit has been identified, I presume?"
5871,Slytherin,Lucius Malfoy, And...? Who was it?
5872,Slytherin,Lucius Malfoy, Ah.
5873,Slytherin,Lucius Malfoy, Well... let us hope that Mr. Potter will always be around to save the day.
5874,Slytherin,Lucius Malfoy, Mine? I don't know what you're talking about.
5875,Slytherin,Lucius Malfoy," You do, do you? [Hands the diary to Dobby] Well...[Whispers] why don't you prove it? [Harry doesn't answer because he just did] Come, Dobby."
5876,Slytherin,Lucius Malfoy, Dobby?
5877,Slytherin,Lucius Malfoy, What? [Turns around] I didn't give–
5878,Slytherin,Lucius Malfoy, [Furious] You lost me my SERVANT! [Pulls his wand from his cane and aims it directly at Harry. Dobby then stands in his way]
5879,Slytherin,Lucius Malfoy," [About to curse Harry] Avada– [Dobby blasts him backwards across the hall; Lucius stands] Your parents were meddlesome fools, too. Mark my words, Potter"
5880,Slytherin,Lucius Malfoy,"Your parents were meddlesome fools, too. Mark my words, Potter: one day soon, you're going to meet the same, sticky end."
5881,Slytherin,Lucius Malfoy," [standing below them] Well, put it this way; If it rains, you’ll be the first to know."
5882,Slytherin,Lucius Malfoy," Don't boast, Draco. [nudges him with his stick] There is no need with these people. [to Harry] Do enjoy yourself won't you? While you can."
5883,Slytherin,Lucius Malfoy," My Lord, had I detected any sign; a whisper of your whereabouts--"
5884,Slytherin,Lucius Malfoy," I assure you, my Lord, I have never renounced the old ways! The face I have been obliged to present since your... absence – that is my true mask."
5885,Slytherin,Lucius Malfoy," You know, you really should learn to tell the difference between dreams and reality. You only saw what the Dark Lord wanted you to see. Now hand me the prophecy."
5886,Slytherin,Lucius Malfoy, All we want is that prophecy.
5887,Slytherin,Lucius Malfoy," It's alright, he's just a curious lad, aren't you? Prophecies can only be retrieved by those about whom they are made. Which is lucky for you, really. [whispers] Haven't you always wondered what was the reason for the connection between you and the Dark Lord? Why he was unable to kill you, when you were just an infant? Don't you want to know the secret of your scar? All the answers are there, Potter, in your hand. All you have to do, is give it to me, and I can show you everything."
5888,Slytherin,Lucius Malfoy, [in mock sympathy] I know.
5889,Slytherin,Lucius Malfoy," Did you actually believe, or were you truly naive enough to think that children stood a chance, against us? I'll make this simple for you, Potter. Give me the prophecy now, or watch your friends die."
5890,Slytherin,Lucius Malfoy," My Lord, might it be less... Might it not be more prudent to call off this attack? Simply seek the boy yourself?"
5891,Slytherin,Lucius Malfoy, I... I don't know.
5892,Slytherin,Lucius Malfoy, Draco! Draco.
5893,Slytherin,Lucius Malfoy," Now, now Draco, play nicely. Mr. Potter… Lucius Malfoy. We meet at last. Forgive me, your scar is legend, as, of course, is the wizard who gave it to you."
5894,Slytherin,Lucius Malfoy," Hmm. You must be very brave, to mention his name…or very foolish."
5895,Slytherin,Lucius Malfoy," And you must be… Miss Granger. Yes, Draco’s told me all about you, and your parents. Muggles, aren’t they? Let me see…red hair… vacant expressions… tatty second hand book. You must be the Weasleys."
5896,Slytherin,Lucius Malfoy," Well, well, well. Weasley senior."
5897,Slytherin,Lucius Malfoy," Busy time at the Ministry, Arthur, all those extra raids? I do hope they’re paying you overtime, but judging by the state of this, I’d say not. What’s the use in being a disgrace to the name of wizard if they don’t even pay you well for it."
5898,Slytherin,Lucius Malfoy, Clearly. Associating with Muggles… and I thought your family could sink no lower. I’ll see you at work. DRACO See you at school.
5899,Slytherin,Lucius Malfoy," Already here, Fudge? Good…"
5900,Slytherin,Lucius Malfoy," Believe me, I take absolutely no pleasure being inside your-- you call this a house? Huh! No. I simply called at the school, and was told the headmaster was here."
5901,Slytherin,Lucius Malfoy," The other governors and I have decided it’s time for you to step aside. This is an order of suspension. You’ll find all twelve signatures on it. I’m afraid we feel you’ve rather lost your touch. Well, what, with all these attacks, there’ll be no Muggle-borns left at Hogwarts. I can only imagine what an awful loss that would be to the school."
5902,Slytherin,Lucius Malfoy, You think so?
5903,Slytherin,Lucius Malfoy, Admirable sentiments. Shall we? Fudge!
5904,Slytherin,Lucius Malfoy," I’ll deal with you later. Out of my way, Potter! So, it’s true-- you have returned!"
5905,Slytherin,Lucius Malfoy, Ridiculous!
5906,Slytherin,Lucius Malfoy, How dare you?!
5907,Slytherin,Lucius Malfoy," My sole concern has always been, and will always be, the welfare of this school and, of course, its students. The culprit has been identified, I presume?"
5908,Slytherin,Lucius Malfoy, And? Who was it?
5909,Slytherin,Lucius Malfoy, Ah!
5910,Slytherin,Lucius Malfoy, I see.
5911,Slytherin,Lucius Malfoy," Well, let us hope that Mr. Potter will always be around to save the day."
5912,Slytherin,Lucius Malfoy," Dumbledore. Come, Dobby. We’re leaving."
5913,Slytherin,Lucius Malfoy, Mine? I don’t know what you’re talking about.
5914,Slytherin,Lucius Malfoy," You do, do you? Why don’t you prove it? Come, Dobby. Dobby!"
5915,Slytherin,Lucius Malfoy, Dobby?
5916,Slytherin,Lucius Malfoy, What? I didn’t give. DOBBY Master has presented Dobby with clothes! Dobby is free!
5917,Slytherin,Lucius Malfoy, You’ve lost me my servant!
5918,Slytherin,Lucius Malfoy, Advada.
5919,Slytherin,Lucius Malfoy," Your parents were meddlesome fools, too. You mark my words, Potter, one day soon you are going to meet the same sticky end!"
5920,Ravenclaw,Luna," You're not going mad. [lowers her magazine, The Quibbler, which she has been reading upside down] I see them too. You're just as sane as I am."
5921,Ravenclaw,Luna, They can only be seen by people who've seen death.
5922,Ravenclaw,Luna," My mum. She was quite an extraordinary witch, but she did like to experiment, and one day one of her spells went badly wrong. I was nine."
5923,Ravenclaw,Luna," Yes, it was rather horrible. I do feel very sad about it sometimes. But I've got Dad. We both believe you, by the way. That He-Who-Must-Not-Be-Named is back and you fought him and the Ministry and the Prophet are conspiring against you and Dumbledore."
5924,Ravenclaw,Luna, I don't think that's true. But I suppose that's how he wants you to feel.
5925,Ravenclaw,Luna," Well, if I were You-Know-Who, I'd want you to feel cut off from everyone else. Because if it's just you alone, you're not as much of a threat."
5926,Ravenclaw,Luna, Is it true you can produce a Patronus charm?
5927,Ravenclaw,Luna," We fly, of course."
5928,Ravenclaw,Luna, Lost all my possessions. Apparently people have been hiding them.
5929,Ravenclaw,Luna," Oh, it's all good fun. But as it's the last night, I really do need them back. I'm sorry about your godfather, Harry. [holds Harry's hand for a few seconds, then releases it]"
5930,Ravenclaw,Luna," That's alright. Anyway, my mum always said, things we lose have a way of coming back to us in the end... [They see shoes hanging at the ceiling] if not always in the way we expect. Think I'll just go have some pudding."
5931,Ravenclaw,Luna, That's alright. It was like being with a friend.
5932,Ravenclaw,Luna, That's nice.
5933,Ravenclaw,Luna," [regarding Harry's broken nose] Would you like me to fix that for you? I think you look a little devil-may-care this way, but it's up to you..."
5934,Ravenclaw,Luna," No, but I've done several toes. How different are they, really?"
5935,Ravenclaw,Luna, Episkey!
5936,Ravenclaw,Luna, Exceptionally ordinary.
5937,Ravenclaw,Luna,"Hello, Harry."
5938,Ravenclaw,Luna,"I've interrupted a deep thought, haven't I?"
5939,Ravenclaw,Luna,I can see it growing smaller in your eyes.
5940,Ravenclaw,Luna,"Of course not. How are you, Luna?"
5941,Ravenclaw,Luna,Very well. Got bitten by a garden gnome
5942,Ravenclaw,Luna,only moments ago.
5943,Ravenclaw,Luna,Gnome saliva is very beneficial.
5944,Ravenclaw,Luna,Xenophilius Lovegood.
5945,Ravenclaw,Luna,We live just over the hill.
5946,Ravenclaw,Luna,"Pleasure to meet you, sir."
5947,Ravenclaw,Luna,"I trust you know, Mr. Potter,"
5948,Ravenclaw,Luna,that we at The Quibbler...
5949,Ravenclaw,Luna,...unlike those toadies
5950,Ravenclaw,Luna,at The Daily Prophet...
5951,Ravenclaw,Luna,...fully supported Dumbledore
5952,Ravenclaw,Luna,in his lifetime...
5953,Ravenclaw,Luna,"...and, in his death,"
5954,Ravenclaw,Luna,support you just as fully.
5955,Ravenclaw,Luna,Thank you.
5956,Ravenclaw,Luna,"Come, Daddy."
5957,Ravenclaw,Luna,Harry doesn't want to talk to us right now.
5958,Ravenclaw,Luna,He's just too polite to say so.
5959,Ravenclaw,Luna,"You're bleeding, Harry."
5960,Ravenclaw,Luna,That's a curious thing
5961,Ravenclaw,Luna,to keep in your sock.
5962,Ravenclaw,Luna,Help us.
5963,Ravenclaw,Luna,#NAME?
5964,Ravenclaw,Luna Lovegood," I've never been to this part of the castle. Well, not when I'm awake. I sleep-walk, you see. That's why I wear shoes to bed."
5965,Ravenclaw,Luna Lovegood, [to her father] Harry doesn't want to talk to us right now. He's just too polite to say so.
5966,Ravenclaw,Luna Lovegood," [to Harry] We should close his eyes, don't you think? [closes Dobby's eyes] There. Now he could be sleeping."
5967,Ravenclaw,Luna Lovegood," [takes his hand] Whenever you're ready, Sir."
5968,Ravenclaw,Luna Lovegood," Harry, wait, I need to talk to you."
5969,Ravenclaw,Luna Lovegood," You won't find it where you're going, you're wasting your time."
